FID,lng,lat,Date
2315,-74.31944519,40.76250413,20218
2318,-74.32006622,40.76209276,20218
2319,-74.32012763,40.76200826,20218
2320,-74.31809757,40.7636572,20218
2321,-74.317837,40.76350393,20218
2322,-74.31747044,40.7632642,20218
2323,-74.31716816,40.76309261,20218
2324,-74.3169365,40.76286911,20218
2325,-74.31685916,40.76287172,20138
2352,-74.3308214,40.76312225,20218
2353,-74.33064677,40.76339748,20218
2354,-74.33048217,40.76365245,20218
2355,-74.33028355,40.76395763,20218
2356,-74.33018241,40.76411758,20218
2357,-74.3301253,40.76420563,20218
2358,-74.32997466,40.76444239,20218
2359,-74.32985258,40.76465014,20218
2360,-74.32960052,40.76481571,20227
2361,-74.32970399,40.76501325,20218
2362,-74.32963597,40.76527452,20218
2363,-74.32959972,40.76547327,20218
2364,-74.32941766,40.76567684,20227
2365,-74.32940853,40.7658924,20227
2367,-74.32961672,40.76647325,20218
2366,-74.3294284,40.7662143,20227
2368,-74.32966228,40.76680127,20218
2369,-74.32952024,40.76696112,20227
2370,-74.32972628,40.76725535,20218
2371,-74.32960026,40.76747506,20227
2372,-74.32962997,40.76767707,20227
2373,-74.32983754,40.76803103,20218
2374,-74.32971277,40.76829716,20227
2375,-74.32990709,40.76854336,20218
2376,-74.32995882,40.76892367,20218
2377,-74.32983387,40.76915401,20227
2378,-74.33002917,40.76942456,20218
2379,-74.33004493,40.76954768,20218
2380,-74.33005844,40.76979187,20218
2381,-74.33004323,40.77003298,20218
2382,-74.33002622,40.77015193,20218
2383,-74.32992928,40.77049795,20218
2384,-74.32972968,40.77059029,20227
2385,-74.32978249,40.77082808,20218
2386,-74.32957949,40.77113759,20218
2387,-74.32941685,40.7713307,20218
2388,-74.32924249,40.7715148,20218
2389,-74.32905587,40.77168361,20218
2390,-74.32875146,40.7719042,20218
2391,-74.32841652,40.77207424,20218
2393,-74.32788171,40.77231257,20218
2392,-74.3281991,40.77217269,20218
2394,-74.32766429,40.77240642,20218
2395,-74.32733043,40.77254868,20218
2397,-74.32590249,40.77100042,20218
2398,-74.32560648,40.77117103,20218
2399,-74.32541135,40.77128034,20218
2400,-74.32512564,40.7714452,20218
2402,-74.32456039,40.7717711,20218
2401,-74.32484368,40.77160952,20218
2403,-74.32427521,40.77193127,20218
2404,-74.32408813,40.77203974,20218
2405,-74.32389569,40.77214021,20218
2406,-74.32380197,40.77219518,20218
2407,-74.32365535,40.77233739,20218
2408,-74.32351392,40.77254128,20218
2409,-74.32334636,40.77278205,20218
2410,-74.32312536,40.77310011,20218
2411,-74.32298375,40.77329311,20218
2412,-74.32281521,40.77352589,20218
2413,-74.32266492,40.77377471,20218
2414,-74.32561177,40.77340786,20218
2415,-74.32546479,40.77315949,20218
2416,-74.32527843,40.77291351,20218
2417,-74.32503541,40.77259637,20218
2418,-74.32491628,40.77243786,20218
2419,-74.32467559,40.77213032,20218
2420,-74.32448198,40.77189789,20218
2421,-74.32506155,40.77362381,20227
2422,-74.32503076,40.77362369,202011
2428,-74.3241507,40.77404279,202010
2429,-74.3241507,40.77404279,202010
2431,-74.3241507,40.77404279,202010
2430,-74.32428165,40.7742064,20227
2432,-74.32395557,40.7740019,20218
2433,-74.32371944,40.77395894,20218
2434,-74.32352708,40.77405686,20218
2435,-74.32352708,40.77405686,20218
2436,-74.32360147,40.77394023,20218
2437,-74.32371944,40.77395894,20218
2438,-74.32371944,40.77395894,20218
2441,-74.32303979,40.77321557,20218
2442,-74.32303979,40.77321557,20218
2443,-74.32292853,40.77337106,20218
2444,-74.32298375,40.77329311,20218
2445,-74.32314532,40.7739826,20218
2446,-74.32314532,40.7739826,20218
2447,-74.32314532,40.7739826,20218
2449,-74.32314532,40.7739826,20218
2448,-74.32326168,40.77400441,20218
2450,-74.32303979,40.77321557,20218
2467,-74.3078689,40.75973465,20188
2477,-74.30528154,40.75742936,20188
2478,-74.30554285,40.75746167,20188
2481,-74.30608229,40.75763072,20188
2479,-74.30576414,40.75753271,20188
2480,-74.30602052,40.75759354,20188
2482,-74.3062846,40.75788767,20188
2483,-74.3064025,40.75804869,20188
2484,-74.30652998,40.75819912,20188
2485,-74.30671116,40.75831242,20188
2486,-74.30696253,40.75848754,20188
2487,-74.30719859,40.75874955,20188
2488,-74.30731085,40.7588913,20188
2489,-74.3074317,40.75904006,20188
2491,-74.30769336,40.75943947,20188
2490,-74.30754628,40.75919775,20188
2492,-74.3078689,40.75973465,20188
2493,-74.30792342,40.75982001,20188
2494,-74.30809932,40.76007095,20188
2495,-74.30835516,40.7603978,20188
2496,-74.30849043,40.76056545,20188
2497,-74.30870079,40.76082042,20188
2499,-74.30899915,40.76116147,20188
2500,-74.30907256,40.76124259,20188
2501,-74.30921937,40.76140037,20188
2502,-74.30944522,40.76162195,20188
2503,-74.3096802,40.76182631,20188
2504,-74.30992011,40.76203618,20188
2505,-74.31008688,40.7621864,20188
2506,-74.31034809,40.76241123,20188
2507,-74.31056472,40.76259146,20188
2508,-74.31078582,40.76276144,20188
2509,-74.31097569,40.76288544,20188
2510,-74.31127387,40.76306055,20188
2511,-74.31147474,40.76316986,20188
2512,-74.31177077,40.76334919,20188
2513,-74.31194193,40.76348983,20188
2515,-74.31221907,40.76389906,20188
2514,-74.31207423,40.76364854,20188
2516,-74.31227466,40.76407638,20188
2517,-74.31231718,40.76435434,20188
2518,-74.31234063,40.76465258,20188
2519,-74.31236973,40.76485572,20188
2520,-74.31244062,40.7650633,20188
2521,-74.31257982,40.76524914,20138
2534,-74.31076031,40.76270509,20138
2580,-74.31805497,40.76040452,20218
2579,-74.31822585,40.76015481,20218
2581,-74.31796868,40.76057596,20218
2582,-74.31785293,40.76083573,20218
2583,-74.31784049,40.76092417,20218
2584,-74.3178404,40.76101605,20218
2585,-74.31787558,40.76129685,20218
2586,-74.31789742,40.76147757,20218
2587,-74.31788167,40.76156939,20218
2588,-74.31784658,40.76165687,20218
2589,-74.31776163,40.76182947,20218
2590,-74.31761,40.76196399,20218
2591,-74.31745836,40.76210342,20218
2592,-74.31724568,40.76231992,20218
2593,-74.31711552,40.7624747,20218
2596,-74.3169365,40.76286911,20218
2594,-74.317085,40.76251611,20218
2595,-74.31693086,40.76277756,20218
2597,-74.31787558,40.76129685,20218
2608,-74.31015357,40.75530776,20198
2626,-74.30762461,40.75573445,201710
2633,-74.30737306,40.75432803,20218
2636,-74.30632999,40.7546215,20225
2637,-74.30762461,40.75573445,201710
2638,-74.30766364,40.75564261,201710
2639,-74.3079202,40.75552576,201710
2641,-74.30823297,40.75536926,201710
2640,-74.30813271,40.75542278,201710
2642,-74.30841362,40.75524608,201710
2643,-74.3085257,40.75514115,201710
2644,-74.30869408,40.75493486,201710
2645,-74.30873597,40.75483595,20218
2647,-74.30736832,40.75594512,201710
2648,-74.30721936,40.75600425,201710
2649,-74.30701042,40.75609565,201710
2652,-74.30655844,40.75628222,201710
2651,-74.30655844,40.75628222,201710
2650,-74.3067954,40.75620415,201710
2653,-74.30616725,40.75631253,201710
2654,-74.30616725,40.75631253,201710
2655,-74.30565699,40.7562085,20225
2663,-74.30608229,40.75763072,20188
2664,-74.30602052,40.75759354,20188
2665,-74.31047762,40.76252028,20188
2692,-74.30764797,40.76613359,202010
2691,-74.30787615,40.76644329,202010
2693,-74.30746571,40.76591023,202010
2694,-74.30732007,40.76576492,202010
2695,-74.3071601,40.76564062,202010
2696,-74.30689611,40.76545366,202010
2697,-74.30670901,40.7653363,202010
2699,-74.31910388,40.77320711,20198
2700,-74.31906118,40.77347938,202010
2703,-74.3188092,40.77426435,202010
2702,-74.31888359,40.77400916,202010
2701,-74.31896101,40.77374925,202010
2704,-74.31869624,40.77461776,202010
2705,-74.31864351,40.77479185,202010
2708,-74.31824196,40.77309166,20138
2707,-74.31868075,40.77507001,202010
2706,-74.31865246,40.77497956,202010
2710,-74.31806991,40.77369259,20218
2709,-74.31815137,40.77343407,20218
2711,-74.31801048,40.77386583,20218
2715,-74.31767024,40.7750952,20218
2716,-74.3176219,40.7752745,20218
2717,-74.31752657,40.77563525,20218
2718,-74.31746597,40.77582197,20218
2719,-74.31705188,40.77584896,20218
2720,-74.31681207,40.77580645,20218
2721,-74.31655848,40.77569355,20218
2735,-74.3125919,40.77706112,202010
2738,-74.31231199,40.77796567,202010
2737,-74.31240813,40.77766631,202010
2739,-74.31221835,40.77822413,202010
2740,-74.31211326,40.77837954,202010
2736,-74.31251447,40.77732703,202010
2741,-74.31209196,40.77850465,202010
2763,-74.31734835,40.77292526,20218
2766,-74.31704302,40.7739163,20218
2767,-74.31697105,40.77418186,20218
2764,-74.317219,40.77329126,20218
2769,-74.31677358,40.77487655,20218
2765,-74.31714283,40.77355964,20218
2768,-74.31687572,40.77452919,20218
2770,-74.31668004,40.77522752,20218
2772,-74.31655848,40.77569355,20218
2771,-74.31660395,40.77549032,20218
2786,-74.31554814,40.77264594,20218
2806,-74.31460537,40.776479,202010
2807,-74.31655848,40.77569355,20218
2808,-74.31649555,40.77601444,201710
2811,-74.31635528,40.77663475,202010
2810,-74.31639422,40.77648832,201710
2809,-74.3164192,40.77621881,201710
2812,-74.31640953,40.77679314,202010
2813,-74.31644489,40.77687522,202010
2814,-74.31653243,40.77703748,202010
2816,-74.31666903,40.77737913,202010
2817,-74.31667476,40.77755997,202010
2815,-74.31665041,40.7772901,202010
2818,-74.31652805,40.77789916,202010
2820,-74.31632861,40.77811872,201710
2822,-74.31613454,40.77829331,202010
2821,-74.31632861,40.77811872,201710
2819,-74.31646082,40.77797181,202010
2823,-74.31602113,40.77844712,202010
2824,-74.3159309,40.77861131,202010
2825,-74.31586045,40.77878278,202010
2826,-74.31571615,40.77912689,202010
2827,-74.31562807,40.77930028,202010
2828,-74.31554223,40.77956427,202010
2829,-74.31541709,40.7798114,202010
2830,-74.31530188,40.77997619,202010
2831,-74.31523385,40.78005401,202010
2832,-74.31516134,40.78012759,202010
2833,-74.31483399,40.78038744,202010
2834,-74.31453617,40.78059407,202010
2835,-74.31436314,40.78071613,202010
2836,-74.31401278,40.78096381,202010
2837,-74.31392336,40.78102463,202010
2838,-74.31351123,40.78123732,202010
2839,-74.31350693,40.78128801,202010
2840,-74.31321869,40.78159228,202010
2841,-74.31307341,40.78173999,202010
2842,-74.31271723,40.78210352,202010
2843,-74.31257615,40.78224902,202010
2844,-74.31221522,40.78261106,202010
2845,-74.31199985,40.78282927,202010
2846,-74.31175726,40.78308073,202010
2847,-74.31161931,40.78332644,202011
2848,-74.31153991,40.7834922,202011
2849,-74.31146051,40.78366375,202011
2850,-74.31135237,40.78382966,202011
2851,-74.31128828,40.78390493,202011
2852,-74.31121076,40.78398307,202011
2853,-74.31119008,40.78406671,202011
2854,-74.31119008,40.78406671,202011
2859,-74.31635528,40.77663475,202010
2860,-74.31601289,40.77657227,202010
2861,-74.31565161,40.77657958,202010
2862,-74.31518086,40.77656285,202010
2863,-74.31483685,40.77651477,202010
2865,-74.31432107,40.77643514,202010
2864,-74.31460537,40.776479,202010
2866,-74.31398297,40.77639784,20138
2870,-74.31453617,40.78059407,202010
2875,-74.31350693,40.78128801,202010
2876,-74.31345376,40.78117488,202010
2877,-74.31329943,40.7810517,202010
2878,-74.31301979,40.78075997,202010
2880,-74.31264436,40.78030996,202010
2879,-74.3128114,40.78051893,202010
2881,-74.31248753,40.78007217,202010
2882,-74.31245396,40.77998544,202010
2883,-74.31241771,40.77981123,202010
2884,-74.31245861,40.77963476,202010
2885,-74.31256183,40.77938112,202010
2886,-74.31259316,40.77920437,202010
2887,-74.31255869,40.77902807,202010
2889,-74.31234126,40.77870658,202010
2888,-74.31247294,40.77885837,202010
2891,-74.31247294,40.77885837,202010
2892,-74.31241368,40.77877962,202010
2890,-74.31209196,40.77850465,202010
2893,-74.31241368,40.77877962,202010
2894,-74.31234126,40.77870658,202010
2895,-74.3122837,40.77805724,202010
2896,-74.3122837,40.77805724,202010
2897,-74.3122837,40.77805724,202010
2898,-74.31231199,40.77796567,202010
2899,-74.31231199,40.77796567,202010
2900,-74.31234036,40.77787103,202010
2901,-74.3128114,40.78051893,202010
2902,-74.31257776,40.78071727,202010
2903,-74.31241824,40.78084491,202010
2904,-74.31227403,40.78098635,202010
2905,-74.31203315,40.78119696,202010
2906,-74.31188822,40.78135475,202010
2907,-74.31168179,40.78159759,202010
2908,-74.31139946,40.78189301,202010
2909,-74.31117227,40.78213033,202010
2913,-74.31117227,40.78213033,202010
2938,-74.31241771,40.77981123,202010
2958,-74.30555744,40.77701168,20198
2963,-74.31168672,40.77566539,20138
2972,-74.30946482,40.77581496,202010
2980,-74.30720119,40.77590059,202010
2981,-74.30854754,40.77158723,202010
2982,-74.30844173,40.77189493,202010
2984,-74.3083224,40.77240789,202010
2983,-74.30837181,40.77214463,202010
2985,-74.30829286,40.77258807,202010
2986,-74.30819323,40.77303957,202010
2987,-74.30809825,40.77332825,202010
2988,-74.3080636,40.77352906,202010
2989,-74.30801213,40.77371109,202010
2990,-74.30794678,40.77388727,202010
2991,-74.30779192,40.77422857,202010
2992,-74.30772129,40.77440892,202010
2993,-74.30767724,40.77449278,202010
2994,-74.30756937,40.77467603,20198
2995,-74.30753196,40.77491778,202010
2997,-74.30743017,40.77535983,202010
2998,-74.30736742,40.77563518,202010
2996,-74.30749123,40.77509293,202010
2999,-74.30730288,40.77582557,202010
3000,-74.30720119,40.77590059,202010
3001,-74.30713405,40.77597808,202010
3002,-74.30705321,40.77604107,202010
3003,-74.30687829,40.7761477,202010
3004,-74.30669818,40.77625671,20198
3005,-74.30640053,40.77644284,20198
3006,-74.30614388,40.77663685,20198
3008,-74.30555744,40.77701168,20198
3007,-74.30573863,40.77690374,20198
3009,-74.30540965,40.77709667,20198
3010,-74.30522148,40.77720281,20198
3011,-74.30499114,40.77733832,20198
3012,-74.30480306,40.77744478,20198
3013,-74.30451248,40.77761634,20198
3014,-74.30423023,40.77777835,20198
3016,-74.30371056,40.77806884,20198
3015,-74.30399497,40.77791204,20198
3017,-74.3033301,40.77827806,20198
3024,-74.30132734,40.77942705,20138
3025,-74.3010321,40.77956439,20198
3028,-74.3002786,40.78001594,20138
3026,-74.30065136,40.77976729,20198
3027,-74.30042783,40.77988713,20198
3098,-74.31213063,40.77203362,202010
3100,-74.31197621,40.77243166,202010
3097,-74.30399497,40.77791204,20198
3104,-74.31161743,40.77308388,202010
3099,-74.31205955,40.77218171,202010
3101,-74.31190039,40.77268929,202010
3103,-74.31181893,40.77285962,202010
3102,-74.31186647,40.77277585,202010
3105,-74.31139677,40.77330064,202010
3106,-74.31120333,40.7734441,202010
3107,-74.31120333,40.7734441,202010
3108,-74.31112814,40.77350727,202010
3109,-74.31100783,40.77357557,202010
3110,-74.31100783,40.77357557,202010
3112,-74.31063347,40.77332684,202010
3111,-74.31088116,40.77349846,202010
3113,-74.31063553,40.77323578,202010
3114,-74.31055738,40.77317378,202010
3115,-74.31127396,40.77337395,202010
3118,-74.30756937,40.77467603,20198
3131,-74.31076192,40.77809874,202010
3132,-74.31076192,40.77809874,202010
3133,-74.31094472,40.7779889,202010
3134,-74.31101785,40.77791632,202010
3135,-74.31111632,40.77774837,202010
3136,-74.31122571,40.77739473,202010
3137,-74.31129983,40.77713568,202010
3138,-74.31140349,40.7767835,202010
3139,-74.31147823,40.77652309,202010
3141,-74.31165306,40.77591212,202010
3140,-74.31157375,40.77617212,202010
3142,-74.31175735,40.77564375,20138
3143,-74.3118363,40.77528443,202010
3144,-74.31186808,40.77511257,202010
3145,-74.31185384,40.77502566,202010
3146,-74.31180416,40.77494461,202010
3147,-74.31180416,40.77494461,202010
3148,-74.31162853,40.77482419,202010
3150,-74.3110815,40.77463204,202010
3149,-74.31141235,40.77474385,202010
3151,-74.31075673,40.77452786,202010
3152,-74.3104317,40.77443767,202010
3154,-74.31008052,40.77445406,202010
3153,-74.31019519,40.77443242,202010
3155,-74.30987687,40.77454532,202010
3156,-74.30987687,40.77454532,202010
3157,-74.30972201,40.77468108,202010
3158,-74.309658,40.77475735,202010
3159,-74.30959758,40.77483555,202010
3160,-74.30954154,40.77491375,202010
3161,-74.30948935,40.77499144,202010
3162,-74.30942105,40.77524338,202010
3163,-74.30943224,40.77533221,202010
3164,-74.30948532,40.77554845,202010
3165,-74.30950672,40.77563326,202010
3180,-74.31076192,40.77809874,202010
3181,-74.31040994,40.77825508,202010
3182,-74.31009753,40.77838146,202010
3183,-74.30972675,40.77852884,202010
3186,-74.30888341,40.77886958,202010
3184,-74.30952158,40.77861385,202010
3187,-74.30876748,40.77889767,202010
3185,-74.30921095,40.7787395,202010
3188,-74.30865576,40.7788866,202010
3189,-74.30865576,40.7788866,202010
3190,-74.30853089,40.77880499,202010
3191,-74.30829698,40.77849922,202010
3192,-74.30818427,40.77834101,202010
3193,-74.30795681,40.77802739,202010
3194,-74.30771887,40.77771669,202010
3195,-74.30749821,40.77740115,202010
3196,-74.30739025,40.77724261,202010
3197,-74.30733627,40.77716202,202010
3198,-74.30718767,40.77686569,202010
3199,-74.30708356,40.77670105,202010
3201,-74.30679567,40.77628949,202010
3200,-74.30696575,40.77654024,202010
3215,-74.30153172,40.7709855,20218
3214,-74.30988502,40.77846462,202010
3216,-74.30136288,40.77120696,20218
3217,-74.30126799,40.77150757,20218
3218,-74.30117712,40.77180157,20218
3219,-74.30104651,40.7721393,20218
3220,-74.30091339,40.77250368,20218
3221,-74.30082539,40.77269345,20218
3222,-74.30076309,40.77286703,20218
3223,-74.30068127,40.77312939,20218
3224,-74.30063436,40.77330926,20218
3225,-74.30056399,40.77358573,20218
3226,-74.30049891,40.77387342,20218
3227,-74.30037653,40.77420685,20218
3228,-74.30039113,40.77439632,20218
3229,-74.30037743,40.77459528,20218
3230,-74.30039873,40.77479571,20218
3231,-74.30044681,40.77497528,20218
3232,-74.30054555,40.77523701,20218
3233,-74.30067213,40.77549506,20218
3234,-74.30074975,40.77567096,20218
3235,-74.30080346,40.77585244,20218
3242,-74.30054564,40.7775955,20198
3243,-74.30043911,40.77789438,20198
3244,-74.30035326,40.77815035,20198
3245,-74.30032363,40.77825295,20198
3246,-74.30022077,40.77862852,20198
3247,-74.30022077,40.77862852,20198
3248,-74.30017421,40.77882207,20198
3249,-74.30013921,40.77900553,20198
3319,-74.29748657,40.79689834,20198
3320,-74.297341,40.79730689,20218
3321,-74.29730707,40.79759411,20218
3322,-74.29727171,40.79787329,20218
3323,-74.29720466,40.79833119,20218
3325,-74.29711361,40.79891424,20218
3324,-74.29716285,40.79861739,20218
3326,-74.29703868,40.79931495,20218
3327,-74.2969847,40.799519,20218
3328,-74.29691854,40.79972083,20218
3329,-74.29684549,40.79991921,20218
3330,-74.29676761,40.8001093,20218
3331,-74.29666591,40.80029835,20218
3332,-74.29656054,40.80047972,20218
3333,-74.2963857,40.80074159,20218
3334,-74.29625043,40.80091104,20218
3335,-74.29610236,40.80108021,20218
3336,-74.2958678,40.8013282,20218
3337,-74.2956277,40.80157096,20218
3338,-74.29537846,40.80182015,20218
3339,-74.29516862,40.8020298,20218
3340,-74.29499987,40.80219805,20218
3341,-74.29482601,40.8023683,20218
3342,-74.29456621,40.80262039,20218
3343,-74.29439334,40.80278157,20218
3346,-74.29374554,40.80329187,20218
3345,-74.29403148,40.80308701,20218
3347,-74.29361966,40.80347867,20218
3349,-74.2930279,40.80370024,20218
3348,-74.29339495,40.80358077,20218
3350,-74.29276407,40.80389853,20218
3351,-74.29234831,40.80410116,20218
3352,-74.29193005,40.80430389,20218
3353,-74.29157105,40.80440706,20218
3354,-74.29123801,40.80456736,20218
3355,-74.2907919,40.80478543,20218
3356,-74.2904423,40.80501904,20218
3357,-74.29006727,40.80519777,20218
3359,-74.28930003,40.80549832,20218
3360,-74.28902518,40.80570636,20218
3358,-74.28964479,40.80540367,20218
3362,-74.28852355,40.805996,20218
3361,-74.28882383,40.80581246,20218
3363,-74.28833599,40.80611652,20198
3364,-74.28801235,40.80626907,20218
3365,-74.28777439,40.80636712,20188
3366,-74.28762389,40.8065914,20198
3367,-74.28738718,40.80665978,20218
3368,-74.28722862,40.80679074,20198
3369,-74.28693094,40.80688206,20218
3370,-74.28659503,40.80703373,20218
3371,-74.28623772,40.80717916,20218
3372,-74.28599017,40.80727188,20218
3373,-74.2855642,40.80742676,20218
3374,-74.28519542,40.80755869,20218
3375,-74.28474984,40.80772583,20218
3376,-74.28452977,40.80780699,20218
3377,-74.28408956,40.80796583,20218
3379,-74.28337806,40.80821995,20218
3378,-74.2836993,40.80810584,20218
3380,-74.28316194,40.8082963,20218
3381,-74.28279585,40.80849809,20218
3382,-74.28247694,40.80862217,20218
3383,-74.2822113,40.80866713,20218
3384,-74.28193626,40.80881186,20218
3386,-74.28137839,40.80892747,20218
3385,-74.28171145,40.80887358,20218
3387,-74.28114911,40.80898751,20218
3388,-74.28081086,40.80910829,20218
3389,-74.28036087,40.80922497,20218
3390,-74.2801348,40.80928402,20218
3391,-74.27968052,40.80940077,20218
3392,-74.27934137,40.80949353,20218
3393,-74.27889577,40.8096295,20218
3395,-74.27849332,40.80982062,20218
3394,-74.27868438,40.80971374,20218
3396,-74.27824057,40.81001337,20218
3397,-74.27794028,40.81028859,20218
3398,-74.27770445,40.81048678,20218
3400,-74.27739601,40.81064523,20218
3399,-74.27759253,40.81052358,20218
3401,-74.27716268,40.81075482,20218
3402,-74.27682622,40.81087801,20218
3403,-74.27670839,40.81091753,20218
3404,-74.27642636,40.81101016,20218
3405,-74.27606276,40.81111962,20218
3406,-74.27582147,40.81119237,20218
3407,-74.27546298,40.81129945,20218
3408,-74.27511111,40.81140503,20218
3409,-74.27476398,40.81150789,20218
3410,-74.27441963,40.81161241,20218
3411,-74.27409328,40.81172478,20218
3412,-74.27378582,40.81185155,20218
3413,-74.27368697,40.81189536,20218
3414,-74.27343932,40.81200121,20218
3415,-74.27314922,40.81216122,20218
3416,-74.27312469,40.81234932,20198
3417,-74.27345731,40.81225901,20218
3418,-74.27342822,40.81222247,20218
3419,-74.27334925,40.8120559,201310
3420,-74.27334925,40.8120559,201310
3421,-74.27343932,40.81200121,20218
3422,-74.27343932,40.81200121,20218
3423,-74.27310267,40.81211253,20218
3424,-74.27277631,40.81221615,20218
3425,-74.2726934,40.81232723,20198
3426,-74.30256327,40.76897991,202010
3427,-74.30255163,40.76907673,202010
3428,-74.30255163,40.76907673,202010
3440,-74.30231109,40.76939566,202011
3456,-74.30347199,40.77115968,20218
3457,-74.30309484,40.77110311,20218
3458,-74.30297614,40.77108194,20218
3463,-74.30173225,40.77008644,20219
3468,-74.3016028,40.77033353,20218
3467,-74.3016028,40.77033353,20218
3469,-74.30809825,40.77332825,202010
3470,-74.30781707,40.7732483,202010
3471,-74.30747753,40.7732058,202010
3490,-74.30612016,40.77259349,202010
3491,-74.30599412,40.77274343,202010
3492,-74.30584462,40.77288204,202010
3493,-74.30557633,40.77306472,202010
3494,-74.30538709,40.77319298,202011
3495,-74.30536238,40.77331355,202011
3496,-74.3053195,40.77338589,202011
3497,-74.30524556,40.77364302,202011
3498,-74.30524914,40.77373297,202011
3499,-74.30526077,40.77382141,202011
3500,-74.30532048,40.77399181,202011
3502,-74.30553157,40.77430755,202011
3501,-74.30542146,40.77415195,202011
3503,-74.30564186,40.77446521,202011
3504,-74.30580505,40.77470437,202011
3505,-74.30594882,40.77495252,202011
3506,-74.30594882,40.77495252,202011
3507,-74.3059609,40.77500972,202010
3508,-74.3059609,40.77500972,202010
3510,-74.30588947,40.77515562,202011
3509,-74.30594595,40.77508239,202011
3511,-74.3056253,40.77532596,202011
3512,-74.30536802,40.77550986,202011
3513,-74.3052144,40.77564276,202011
3514,-74.30510456,40.77574652,202011
3515,-74.30495632,40.77588522,202011
3516,-74.30473234,40.77609342,202011
3518,-74.3045576,40.77621562,202011
3517,-74.3045576,40.77621562,202011
3520,-74.30522148,40.77720281,20198
3525,-74.30413981,40.77626172,202011
3526,-74.30389649,40.77602825,202011
3528,-74.30337468,40.77555166,202011
3527,-74.30360242,40.77575476,202011
3529,-74.30306378,40.77527153,202011
3530,-74.30290389,40.77499715,20218
3531,-74.30290389,40.77499715,20218
3532,-74.3029551,40.77490569,20218
3533,-74.30295465,40.77470197,20218
3534,-74.30290076,40.77461943,20218
3535,-74.30276675,40.77446842,20218
3536,-74.30267902,40.77435206,20218
3537,-74.3025032,40.77411884,20218
3538,-74.30227671,40.77380578,20218
3539,-74.30215765,40.77364546,20218
3540,-74.30191997,40.77332564,20218
3541,-74.3016848,40.77301401,20218
3542,-74.30156592,40.77285771,20218
3543,-74.30141847,40.77271721,20218
3544,-74.30122314,40.77260678,20218
3545,-74.30110712,40.77256614,20218
3546,-74.30091339,40.77250368,20218
3547,-74.30267902,40.77435206,20218
3549,-74.30294722,40.77421065,202011
3548,-74.30294722,40.77421065,202011
3550,-74.30315025,40.77411901,202011
3551,-74.30332195,40.77398628,202011
3552,-74.30332195,40.77398628,202011
3554,-74.30384502,40.77358883,202011
3553,-74.30357539,40.77376105,202011
3556,-74.30439073,40.77323638,202011
3555,-74.30411394,40.77341183,202011
3557,-74.30458034,40.77313276,202011
3558,-74.30479841,40.77304585,202011
3560,-74.30538709,40.77319298,202011
3559,-74.3051444,40.77300356,202011
3561,-74.30522917,40.77305766,202011
3562,-74.3051444,40.77300356,202011
3563,-74.30491917,40.77277652,202011
3564,-74.30481103,40.77272015,202011
3565,-74.30462698,40.7725023,202011
3566,-74.30452063,40.77246459,202011
3567,-74.30428456,40.7724879,202011
3568,-74.3040297,40.77254338,202011
3569,-74.3038059,40.77263002,202011
3570,-74.30346062,40.77271766,202011
3571,-74.30324676,40.77279701,202011
3572,-74.30313781,40.7728272,202011
3573,-74.3030269,40.77283992,202011
3574,-74.3028124,40.77278084,202011
3575,-74.30274043,40.77271404,202011
3576,-74.30269791,40.77263715,202011
3577,-74.3026988,40.77244206,202011
3578,-74.3052144,40.77564276,202011
3587,-74.30332195,40.77398628,202011
3588,-74.30290389,40.77499715,20218
3589,-74.30275395,40.77506139,20218
3590,-74.30264115,40.77509226,20218
3591,-74.30264115,40.77509226,20218
3592,-74.30252746,40.7751509,20218
3593,-74.30231691,40.77502916,20218
3594,-74.30214351,40.77491311,20218
3595,-74.30188577,40.77472605,20218
3596,-74.30162034,40.77454494,20218
3597,-74.30125537,40.77431846,20218
3598,-74.30105878,40.77421472,20218
3599,-74.30097606,40.77414786,20218
3600,-74.30084948,40.77412596,20218
3601,-74.30073775,40.77409535,20218
3602,-74.30039408,40.77411961,20218
3603,-74.30264115,40.77509226,20218
3604,-74.30253024,40.77517354,20138
3632,-74.30056077,40.77755318,20198
3631,-74.30041028,40.77797998,20198
3633,-74.30022864,40.7775061,20218
3634,-74.30010788,40.77750576,20218
3635,-74.29993071,40.77753581,20218
3636,-74.29981845,40.77757338,20218
3637,-74.29942214,40.77778491,20218
3638,-74.29922985,40.77788307,20218
3639,-74.29902412,40.77796187,20218
3640,-74.29891276,40.77798184,20218
3641,-74.29879584,40.777987,20218
3642,-74.29856899,40.77795539,20218
3644,-74.30037743,40.77459528,20218
3645,-74.30011146,40.77473752,20218
3646,-74.29991388,40.7748892,20218
3647,-74.2997702,40.77502792,20218
3648,-74.29970933,40.77510439,20218
3649,-74.29965427,40.77518476,20218
3650,-74.29952527,40.77543534,20218
3651,-74.29945696,40.77560408,20218
3652,-74.29942151,40.77569012,20218
3653,-74.29931516,40.77594996,20218
3654,-74.29924354,40.776122,20218
3655,-74.29913683,40.77637787,20218
3656,-74.29903128,40.77662967,20198
3657,-74.29895698,40.7768067,20218
3658,-74.29888384,40.77697959,20218
3659,-74.29876487,40.77723631,20218
3660,-74.29866702,40.77740689,20218
3661,-74.29861241,40.77748973,20218
3662,-74.29849003,40.77765245,20218
3663,-74.29838126,40.77783033,20218
